role,race,full_name,username,gender,ethnic_group,niche,followers_count,following_count,avatar_url
content,caucasian,"Billy Washington A.",BillyWashingtonA,male,western,fashion_lifestyle,386,291,https://randomuser.me/api/portraits/men/105.jpg
content,caucasian,"Roberta Ellis A.",RobertaEllisA,female,western,nature_environment,335,212,https://randomuser.me/api/portraits/women/119.jpg
content,caucasian,"Ian Evans",IanEvans,male,western,animals_wildlife,508,223,https://randomuser.me/api/portraits/men/106.jpg
content,caucasian,"Sean Mitchell A.",SeanMitchellA,male,western,health_fitness,535,278,https://randomuser.me/api/portraits/men/107.jpg
content,caucasian,"Dylan Campbell A.",DylanCampbellA,male,western,education_career,511,233,https://randomuser.me/api/portraits/men/108.jpg
content,caucasian,"Jessica Davis A.",JessicaDavisA,female,western,business_entrepreneurship,666,264,https://randomuser.me/api/portraits/women/120.jpg
content,nigerian,"Akin Oladapo",AkinOladapo,male,yoruba,nigeria_news,641,158,https://images.pexels.com/photos/19399318/pexels-photo-19399318.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chukwuma Obioma A.",ChukwumaObiomaA,male,igbo,afrobeats_music,479,232,https://images.pexels.com/photos/9361265/pexels-photo-9361265.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Adeola Fashola A.",AdeolaFasholaA,female,yoruba,nollywood,488,220,https://images.pexels.com/photos/38528495/pexels-photo-38528495.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chinasa Ezugo",ChinasaEzugo,female,igbo,football,344,81,https://images.pexels.com/photos/1820575/pexels-photo-1820575.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Titilayo Oyewole A.",TitilayoOyewoleA,female,yoruba,nigerian_food_culture,529,144,https://images.pexels.com/photos/2035489/pexels-photo-2035489.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Tochukwu Ezeani A.",TochukwuEzeaniA,male,igbo,african_tech,648,298,https://images.pexels.com/photos/5607335/pexels-photo-5607335.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Taiwo Ogunleye A.",TaiwoOgunleyeA,male,yoruba,controversial_trending,368,146,https://images.pexels.com/photos/5607322/pexels-photo-5607322.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Uchechi Anyanwu A.",UchechiAnyanwuA,female,igbo,nigeria_news,538,163,https://images.pexels.com/photos/5246081/pexels-photo-5246081.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ayodele Fagbenle B.",AyodeleFagbenleB,male,yoruba,afrobeats_music,608,88,https://images.unsplash.com/photo-1635505602641-b066ea01902f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMDM2NjU1fDB8MXxzZWFyY2h8NDN8fG5pZ2VyaWFuJTIwbWFuJTIwcG9ydHJhaXR8ZW58MHwyfHx8MTc4NzIyMzgxN3ww&ixlib=rb-4.1.0&q=80&w=400
content,nigerian,"Chukwuma Obioma",ChukwumaObioma,male,igbo,nollywood,575,238,https://images.unsplash.com/photo-1645395375692-502558949baa?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMDM2NjU1fDB8MXxzZWFyY2h8NDZ8fG5pZ2VyaWFuJTIwbWFuJTIwcG9ydHJhaXR8ZW58MHwyfHx8MTc4NzIyMzgxN3ww&ixlib=rb-4.1.0&q=80&w=400
content,nigerian,"Babatunde Fashola",BabatundeFashola,male,yoruba,football,562,156,https://images.pexels.com/photos/27787843/pexels-photo-27787843.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chinedu Okoye",ChineduOkoye,male,igbo,nigerian_food_culture,540,160,https://images.pexels.com/photos/10156412/pexels-photo-10156412.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ayodele Fagbenle",AyodeleFagbenle,male,yoruba,african_tech,559,81,https://images.pexels.com/photos/5514779/pexels-photo-5514779.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Oluchi Obioma",OluchiObioma,female,igbo,controversial_trending,657,251,https://images.pexels.com/photos/15028891/pexels-photo-15028891.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Bolaji Akinwale A.",BolajiAkinwaleA,male,yoruba,nigeria_news,356,239,https://images.pexels.com/photos/2033287/pexels-photo-2033287.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Nneka Nwankwo",NnekaNwankwo,female,igbo,afrobeats_music,412,225,https://images.pexels.com/photos/15571640/pexels-photo-15571640.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Oluwaseun Ojo A.",OluwaseunOjoA,male,yoruba,nollywood,450,147,https://images.pexels.com/photos/11650772/pexels-photo-11650772.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ikenna Nwafor",IkennaNwafor,male,igbo,football,564,124,https://images.pexels.com/photos/34221797/pexels-photo-34221797.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Jide Ogunbiyi",JideOgunbiyi,male,yoruba,nigerian_food_culture,547,204,https://images.pexels.com/photos/36482484/pexels-photo-36482484.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chukwudi Nwankwo",ChukwudiNwankwo,male,igbo,african_tech,332,166,https://images.pexels.com/photos/3905312/pexels-photo-3905312.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Sani Abdullahi",SaniAbdullahi,male,hausa,controversial_trending,429,296,https://images.pexels.com/photos/5282412/pexels-photo-5282412.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Grace Williams",GraceWilliams,female,english,nigeria_news,666,232,https://images.pexels.com/photos/38477715/pexels-photo-38477715.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Mohammed Adamu",MohammedAdamu,male,hausa,afrobeats_music,432,82,https://images.pexels.com/photos/19518397/pexels-photo-19518397.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Faith Anthony",FaithAnthony,female,english,nollywood,458,286,https://images.pexels.com/photos/38528500/pexels-photo-38528500.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Maryam Danjuma",MaryamDanjuma,female,hausa,football,342,287,https://images.pexels.com/photos/27917918/pexels-photo-27917918.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Sade Olatunji A.",SadeOlatunjiA,female,yoruba,nigerian_food_culture,575,245,https://images.pexels.com/photos/20219344/pexels-photo-20219344.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Somtochukwu Nwosu A.",SomtochukwuNwosuA,male,igbo,african_tech,448,221,https://images.pexels.com/photos/17605181/pexels-photo-17605181.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Gbolahan Adeleke",GbolahanAdeleke,male,yoruba,controversial_trending,454,157,https://images.pexels.com/photos/30720846/pexels-photo-30720846.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ngozi Ezeani",NgoziEzeani,female,igbo,nigeria_news,332,245,https://images.pexels.com/photos/10850706/pexels-photo-10850706.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Simisola Adeleke A.",SimisolaAdelekeA,female,yoruba,afrobeats_music,595,143,https://images.unsplash.com/photo-1604247203891-ae01b7b2f1bb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMDM2NjU1fDB8MXxzZWFyY2h8MTR8fG5pZ2VyaWFuJTIwd29tYW4lMjBwb3J0cmFpdHxlbnwwfDJ8fHwxNzg3MjIzODQ1fDA&ixlib=rb-4.1.0&q=80&w=400
content,nigerian,"Ifeoma Nwankwo",IfeomaNwankwo,female,igbo,nollywood,575,110,https://images.unsplash.com/photo-1631019683452-3fbc9349a4a2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMDM2NjU1fDB8MXxzZWFyY2h8MzB8fG5pZ2VyaWFuJTIwd29tYW4lMjBwb3J0cmFpdHxlbnwwfDJ8fHwxNzg3MjIzODQ1fDA&ixlib=rb-4.1.0&q=80&w=400
content,nigerian,"Ronke Balogun A.",RonkeBalogunA,female,yoruba,football,554,236,https://images.pexels.com/photos/5152515/pexels-photo-5152515.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chioma Okeke",ChiomaOkeke,female,igbo,nigerian_food_culture,434,241,https://images.unsplash.com/photo-1623852881187-a3790f3b29ae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMDM2NjU1fDB8MXxzZWFyY2h8MzJ8fG5pZ2VyaWFuJTIwd29tYW4lMjBwb3J0cmFpdHxlbnwwfDJ8fHwxNzg3MjIzODQ2fDA&ixlib=rb-4.1.0&q=80&w=400
content,nigerian,"Segun Adeyinka B.",SegunAdeyinkaB,male,yoruba,african_tech,398,162,https://images.pexels.com/photos/1702804/pexels-photo-1702804.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Somtochukwu Nwosu",SomtochukwuNwosu,male,igbo,controversial_trending,521,284,https://images.pexels.com/photos/38987974/pexels-photo-38987974.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Dunni Oladipo A.",DunniOladipoA,female,yoruba,nigeria_news,463,161,https://images.pexels.com/photos/1368483/pexels-photo-1368483.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Nkechi Nnamdi A.",NkechiNnamdiA,female,igbo,afrobeats_music,664,137,https://images.unsplash.com/photo-1707676401203-632160806884?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMDM2NjU1fDB8MXxzZWFyY2h8NjB8fG5pZ2VyaWFuJTIwd29tYW4lMjBoZWFkc2hvdHxlbnwwfDJ8fHwxNzg3MjIzODQ5fDA&ixlib=rb-4.1.0&q=80&w=400
content,nigerian,"Yetunde Bankole B.",YetundeBankoleB,female,yoruba,nollywood,565,242,https://images.pexels.com/photos/6923415/pexels-photo-6923415.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chibueze Nnamdi B.",ChibuezeNnamdiB,male,igbo,football,333,235,https://images.pexels.com/photos/30544173/pexels-photo-30544173.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Olumide Bankole",OlumideBankole,male,yoruba,nigerian_food_culture,648,173,https://images.pexels.com/photos/38180107/pexels-photo-38180107.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Tochukwu Ibe",TochukwuIbe,male,igbo,african_tech,650,236,https://images.pexels.com/photos/33735419/pexels-photo-33735419.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Kehinde Alabi",KehindeAlabi,male,yoruba,controversial_trending,585,182,https://images.pexels.com/photos/34550150/pexels-photo-34550150.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Echezona Nwankwo A.",EchezonaNwankwoA,male,igbo,nigeria_news,548,136,https://images.pexels.com/photos/27976681/pexels-photo-27976681.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Adeyemi Ogundele",AdeyemiOgundele,male,yoruba,afrobeats_music,449,80,https://images.pexels.com/photos/9808502/pexels-photo-9808502.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ogechi Ibe",OgechiIbe,female,igbo,nollywood,586,225,https://images.pexels.com/photos/6497114/pexels-photo-6497114.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Aliyu Garba",AliyuGarba,male,hausa,football,427,221,https://images.pexels.com/photos/36424104/pexels-photo-36424104.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Victor Anthony",VictorAnthony,male,english,nigerian_food_culture,377,105,https://images.pexels.com/photos/31809999/pexels-photo-31809999.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Amina Sule",AminaSule,female,hausa,african_tech,571,141,https://images.pexels.com/photos/7665706/pexels-photo-7665706.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Richard Etim A.",RichardEtimA,male,english,controversial_trending,579,195,https://images.pexels.com/photos/33395544/pexels-photo-33395544.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Auwal Ibrahim",AuwalIbrahim,male,hausa,nigeria_news,457,263,https://images.pexels.com/photos/29233365/pexels-photo-29233365.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Yetunde Adeyemi A.",YetundeAdeyemiA,female,yoruba,afrobeats_music,645,207,https://images.pexels.com/photos/6180560/pexels-photo-6180560.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Adaugo Nwosu A.",AdaugoNwosuA,female,igbo,nollywood,456,82,https://images.pexels.com/photos/20439765/pexels-photo-20439765.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Toyin Akinola A.",ToyinAkinolaA,female,yoruba,football,418,228,https://images.pexels.com/photos/3058391/pexels-photo-3058391.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chigozie Umeh A.",ChigozieUmehA,male,igbo,nigerian_food_culture,581,237,https://images.pexels.com/photos/35947489/pexels-photo-35947489.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Dayo Oladipo A.",DayoOladipoA,male,yoruba,african_tech,570,103,https://images.pexels.com/photos/30208144/pexels-photo-30208144.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chukwuebuka Umeh A.",ChukwuebukaUmehA,male,igbo,controversial_trending,474,227,https://images.unsplash.com/photo-1714118657863-2843a622718b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMDM2NjU1fDB8MXxzZWFyY2h8Nnx8cG9ydHJhaXQlMjBvZiUyMGFmcmljYW4lMjBtYW58ZW58MHwxfHx8MTc4NzIyNDIzNHww&ixlib=rb-4.1.0&q=80&w=400
content,nigerian,"Bolanle Ajayi",BolanleAjayi,female,yoruba,nigeria_news,571,114,https://images.pexels.com/photos/2035464/pexels-photo-2035464.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chiazor Onyekwere",ChiazorOnyekwere,female,igbo,afrobeats_music,488,275,https://images.pexels.com/photos/10850674/pexels-photo-10850674.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Morenike Adenuga A.",MorenikeAdenugaA,female,yoruba,nollywood,417,146,https://images.pexels.com/photos/9741840/pexels-photo-9741840.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chidi Okafor",ChidiOkafor,male,igbo,football,330,196,https://images.unsplash.com/photo-1783012039560-5690190a9b9b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMDM2NjU1fDB8MXxzZWFyY2h8MzB8fHBvcnRyYWl0JTIwb2YlMjBhZnJpY2FuJTIwbWFufGVufDB8MXx8fDE3ODcyMjQyMzR8MA&ixlib=rb-4.1.0&q=80&w=400
content,nigerian,"Olumide Bankole A.",OlumideBankoleA,male,yoruba,nigerian_food_culture,553,217,https://images.pexels.com/photos/38907649/pexels-photo-38907649.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Kamsiyochukwu Okeke",KamsiyochukwuOkeke,male,igbo,african_tech,547,166,https://images.pexels.com/photos/39072208/pexels-photo-39072208.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Rotimi Adebayo A.",RotimiAdebayoA,male,yoruba,controversial_trending,368,93,https://images.pexels.com/photos/31563149/pexels-photo-31563149.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Kamsi Okpala",KamsiOkpala,female,igbo,nigeria_news,424,171,https://images.pexels.com/photos/38528494/pexels-photo-38528494.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Busola Oladapo",BusolaOladapo,female,yoruba,afrobeats_music,507,137,https://images.pexels.com/photos/13924894/pexels-photo-13924894.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chukwudi Nwankwo A.",ChukwudiNwankwoA,male,igbo,nollywood,613,205,https://images.pexels.com/photos/31086538/pexels-photo-31086538.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Adeyemi Ogundele A.",AdeyemiOgundeleA,male,yoruba,football,525,155,https://images.pexels.com/photos/14717207/pexels-photo-14717207.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ikechukwu Eze A.",IkechukwuEzeA,male,igbo,nigerian_food_culture,333,186,https://images.pexels.com/photos/39072272/pexels-photo-39072272.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Wale Adisa",WaleAdisa,male,yoruba,african_tech,559,113,https://images.pexels.com/photos/6322948/pexels-photo-6322948.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chidi Okafor A.",ChidiOkaforA,male,igbo,controversial_trending,573,198,https://images.pexels.com/photos/5462612/pexels-photo-5462612.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ibrahim Musa",IbrahimMusa,male,hausa,nigeria_news,366,243,https://images.pexels.com/photos/36669084/pexels-photo-36669084.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Gift Francis",GiftFrancis,female,english,afrobeats_music,557,225,https://images.pexels.com/photos/10807265/pexels-photo-10807265.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Lawal Shehu",LawalShehu,male,hausa,nollywood,383,191,https://images.pexels.com/photos/15929275/pexels-photo-15929275.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Peter Williams",PeterWilliams,male,english,football,631,300,https://images.pexels.com/photos/17517445/pexels-photo-17517445.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Nuhu Danjuma",NuhuDanjuma,male,hausa,nigerian_food_culture,433,99,https://images.pexels.com/photos/35225133/pexels-photo-35225133.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ayodele Fagbenle A.",AyodeleFagbenleA,male,yoruba,african_tech,510,181,https://images.pexels.com/photos/12138083/pexels-photo-12138083.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Uchenna Onyekwere A.",UchennaOnyekwereA,male,igbo,controversial_trending,542,215,https://images.pexels.com/photos/32273821/pexels-photo-32273821.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Yetunde Bankole A.",YetundeBankoleA,female,yoruba,nigeria_news,463,295,https://images.pexels.com/photos/1457611/pexels-photo-1457611.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Emeka Nwachukwu",EmekaNwachukwu,male,igbo,afrobeats_music,350,116,https://images.pexels.com/photos/38396996/pexels-photo-38396996.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Lanre Olatunji",LanreOlatunji,male,yoruba,nollywood,470,273,https://images.pexels.com/photos/33649360/pexels-photo-33649360.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Oluchi Obioma A.",OluchiObiomaA,female,igbo,football,418,259,https://images.pexels.com/photos/5883921/pexels-photo-5883921.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Olusegun Adeleke A.",OlusegunAdelekeA,male,yoruba,nigerian_food_culture,524,269,https://images.pexels.com/photos/36999998/pexels-photo-36999998.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chisom Nwafor",ChisomNwafor,female,igbo,african_tech,445,99,https://images.pexels.com/photos/1412237/pexels-photo-1412237.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Omolara Afolabi A.",OmolaraAfolabiA,female,yoruba,controversial_trending,493,159,https://images.pexels.com/photos/4103318/pexels-photo-4103318.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chisom Nwafor A.",ChisomNwaforA,female,igbo,nigeria_news,381,207,https://images.pexels.com/photos/10807449/pexels-photo-10807449.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Sade Olatunji",SadeOlatunji,female,yoruba,afrobeats_music,512,180,https://images.pexels.com/photos/13856785/pexels-photo-13856785.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chidera Okeke A.",ChideraOkekeA,female,igbo,nollywood,582,283,https://images.pexels.com/photos/10850673/pexels-photo-10850673.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ronke Balogun",RonkeBalogun,female,yoruba,football,554,144,https://images.pexels.com/photos/6546673/pexels-photo-6546673.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ikenna Nwafor A.",IkennaNwaforA,male,igbo,nigerian_food_culture,501,178,https://images.unsplash.com/photo-1512372923090-7b14fb496d44?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMDM2NjU1fDB8MXxzZWFyY2h8NTN8fHBvcnRyYWl0JTIwb2YlMjBhZnJpY2FuJTIwbWFufGVufDB8MXx8fDE3ODcyMjQyMzV8MA&ixlib=rb-4.1.0&q=80&w=400
content,nigerian,"Kunle Adeyemi A.",KunleAdeyemiA,male,yoruba,african_tech,669,204,https://images.unsplash.com/photo-1783012032551-0679d4899b51?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMDM2NjU1fDB8MXxzZWFyY2h8NTV8fHBvcnRyYWl0JTIwb2YlMjBhZnJpY2FuJTIwbWFufGVufDB8MXx8fDE3ODcyMjQyMzV8MA&ixlib=rb-4.1.0&q=80&w=400
content,nigerian,"Kelechi Okonkwo",KelechiOkonkwo,male,igbo,controversial_trending,359,240,https://images.pexels.com/photos/20513318/pexels-photo-20513318.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Yewande Adesina",YewandeAdesina,female,yoruba,nigeria_news,486,90,https://images.pexels.com/photos/14538746/pexels-photo-14538746.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Amarachi Obi A.",AmarachiObiA,female,igbo,afrobeats_music,538,277,https://images.pexels.com/photos/18660551/pexels-photo-18660551.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Kemi Fagbenle",KemiFagbenle,female,yoruba,nollywood,663,170,https://images.pexels.com/photos/2045035/pexels-photo-2045035.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chibueze Nnamdi A.",ChibuezeNnamdiA,male,igbo,football,385,235,https://images.pexels.com/photos/16714321/pexels-photo-16714321.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Rabi Musa",RabiMusa,female,hausa,nigerian_food_culture,628,226,https://images.unsplash.com/photo-1624567644499-c9df255d150b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMDM2NjU1fDB8MXxzZWFyY2h8Nnx8YmxhY2slMjBhZnJpY2FuJTIwd29tYW4lMjBmYWNlfGVufDB8Mnx8fDE3ODcyMjM4NjV8MA&ixlib=rb-4.1.0&q=80&w=400
content,nigerian,"Patience Edwards",PatienceEdwards,female,english,african_tech,607,128,https://images.pexels.com/photos/12122207/pexels-photo-12122207.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Safiya Lawal",SafiyaLawal,female,hausa,controversial_trending,623,156,https://images.pexels.com/photos/37453026/pexels-photo-37453026.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Richard Etim",RichardEtim,male,english,nigeria_news,359,101,https://images.pexels.com/photos/35730557/pexels-photo-35730557.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Fatima Abubakar",FatimaAbubakar,female,hausa,afrobeats_music,453,217,https://images.pexels.com/photos/37864855/pexels-photo-37864855.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Bolanle Ajayi A.",BolanleAjayiA,female,yoruba,nollywood,526,161,https://images.pexels.com/photos/35364074/pexels-photo-35364074.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Echezona Nwankwo",EchezonaNwankwo,male,igbo,football,484,141,https://images.pexels.com/photos/17539169/pexels-photo-17539169.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Anjola Aluko A.",AnjolaAlukoA,female,yoruba,nigerian_food_culture,644,300,https://images.pexels.com/photos/36845523/pexels-photo-36845523.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Nnamdi Achebe A.",NnamdiAchebeA,male,igbo,african_tech,430,87,https://images.pexels.com/photos/13568606/pexels-photo-13568606.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Jide Ogunbiyi A.",JideOgunbiyiA,male,yoruba,controversial_trending,481,180,https://images.pexels.com/photos/33624991/pexels-photo-33624991.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chukwuemeka Obi A.",ChukwuemekaObiA,male,igbo,nigeria_news,522,124,https://images.pexels.com/photos/3316263/pexels-photo-3316263.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Motunrayo Salami A.",MotunrayoSalamiA,female,yoruba,afrobeats_music,577,180,https://images.pexels.com/photos/38400973/pexels-photo-38400973.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chiazor Onyekwere A.",ChiazorOnyekwereA,female,igbo,nollywood,346,93,https://images.pexels.com/photos/38250931/pexels-photo-38250931.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Idowu Salami A.",IdowuSalamiA,male,yoruba,football,633,128,https://images.pexels.com/photos/35020969/pexels-photo-35020969.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ogechi Achebe A.",OgechiAchebeA,female,igbo,nigerian_food_culture,469,95,https://images.pexels.com/photos/32463149/pexels-photo-32463149.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Biodun Ajayi A.",BiodunAjayiA,male,yoruba,african_tech,569,217,https://images.pexels.com/photos/37038752/pexels-photo-37038752.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ugochukwu Anyanwu A.",UgochukwuAnyanwuA,male,igbo,controversial_trending,555,211,https://images.pexels.com/photos/5098631/pexels-photo-5098631.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Aduke Oyelaran",AdukeOyelaran,female,yoruba,nigeria_news,405,187,https://images.pexels.com/photos/10226305/pexels-photo-10226305.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chijioke Eke A.",ChijiokeEkeA,male,igbo,afrobeats_music,448,109,https://images.pexels.com/photos/33636670/pexels-photo-33636670.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ifeoluwa Adekunle",IfeoluwaAdekunle,female,yoruba,nollywood,362,258,https://images.pexels.com/photos/4704431/pexels-photo-4704431.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Chiamaka Nwosu A.",ChiamakaNwosuA,female,igbo,football,542,119,https://images.pexels.com/photos/37864840/pexels-photo-37864840.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Gbenga Adekunle A.",GbengaAdekunleA,male,yoruba,nigerian_food_culture,455,205,https://images.pexels.com/photos/31129870/pexels-photo-31129870.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ifeanyi Uzoma",IfeanyiUzoma,male,igbo,african_tech,424,156,https://images.pexels.com/photos/20155330/pexels-photo-20155330.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Oluwaseun Ojo",OluwaseunOjo,male,yoruba,controversial_trending,670,283,https://images.pexels.com/photos/38108355/pexels-photo-38108355.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Ikemefuna Ibe A.",IkemefunaIbeA,male,igbo,nigeria_news,341,283,https://images.pexels.com/photos/36053652/pexels-photo-36053652.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Halima Aliyu",HalimaAliyu,female,hausa,afrobeats_music,484,163,https://images.pexels.com/photos/10476512/pexels-photo-10476512.jpeg?auto=compress&cs=tinysrgb&h=350
content,nigerian,"Blessing Brown",BlessingBrown,female,english,nollywood,398,92,https://images.pexels.com/photos/29716428/pexels-photo-29716428.jpeg?auto=compress&cs=tinysrgb&h=350
